Country,State,District,Year,District And Taluk Court Case Type,Date Of Extraction,Pending Cases For A Period Of 0 To 1 Years (UOM:Number),Pending Cases For A Period Of 1 To 3 Years (UOM:Number),Pending Cases For A Period Of 3 To 5 Years (UOM:Number),Pending Cases For A Period Of 5 To 10 Years (UOM:Number),Pending Cases For A Period Of 10 To 20 Years (UOM:Number),Pending Cases For A Period Of 20 To 30 Years (UOM:Number),Pending Cases Over 30 Years (UOM:Number),Pending Cases (UOM:Number),Original Pending Cases (UOM:Number),Pending Appeal Cases (UOM:Number),Pending Application Cases (UOM:Number),Pending Execution Cases (UOM:Number),Cases Pending At Appearance Or Service-Related Stage (UOM:Number),Cases Pending At Compliance Or Steps Or Stay Stage (UOM:Number),Cases Pending At Evidence Or Argument Or Judgement Stage (UOM:Number),Cases Pending At Pleadings Or Issues Or Charge Stage (UOM:Number),Cases Instituted In Last Month (UOM:Number),Cases Disposed In Last Month (UOM:Number),Cases Filed By Senior Citizens (UOM:Number),Cases Filed By Women (UOM:Number),Cases Delayed In Disposal (UOM:Number)
India,Tripura,West Tripura,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,6212,4907,2309,1720,451,177,116,15892,11543,143,3723,436,5300,1727,7563,926,579,467,1043,2090,7038
India,Uttar Pradesh,Etah,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,2835,4332,1849,2174,561,60,96,11907,10566,250,669,422,410,892,7561,3043,234,146,3148,2543,7073
India,Uttar Pradesh,Amroha,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,15548,19876,10505,11534,2590,153,3,60209,56796,336,3067,10,30628,945,23321,2062,2548,1775,714,4614,26461
India,Rajasthan,Jhalawar,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,7377,8001,6921,5929,517,3,0,28748,25142,326,3280,0,8617,1181,13826,4738,1183,681,282,1295,12807
India,Rajasthan,Udaipur,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,25557,26472,23235,27485,5400,229,37,108415,94016,1718,8506,4172,54000,6416,37088,9856,1952,1283,5086,4745,49016
India,Madhya Pradesh,Seoni,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,4536,5179,4037,3666,57,1,1,17477,15771,163,1543,0,0,136,9028,8308,1395,1023,139,1183,6349
India,Odisha,Rayagada,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,4933,5862,4796,3600,1121,62,3,20377,18830,150,995,402,11449,2386,6166,272,694,296,363,428,9553
India,Uttar Pradesh,Kannauj,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,3039,3796,2785,3157,1409,196,25,14407,13262,445,535,165,4404,1748,3420,4628,256,187,3963,1296,6181
India,Maharashtra,Sindhudurg,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,1749,1818,2199,2731,739,83,39,9358,6480,1042,498,1208,2047,2914,3952,445,119,75,3304,1512,6102
India,Telangana,Jagitial,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,7511,7081,4148,1674,101,27,2,20544,19707,130,674,0,12911,1205,5628,246,316,138,841,2487,191
India,Rajasthan,Sikar,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,5103,5159,4370,5147,890,57,18,20744,11962,843,4411,3528,7078,5067,5806,1080,152,97,4676,4181,12195
India,Telangana,Peddapalli,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,3594,6993,4658,3739,161,20,0,19165,17527,194,474,822,10889,1796,4929,1465,157,183,1498,2824,1430
India,Punjab,Fazilka,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,7403,7410,3546,423,6,0,0,18788,13164,1647,3976,0,8079,383,9449,874,1319,1467,950,2629,5502
India,Maharashtra,Nanded,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,15783,20012,11600,10694,3598,940,248,62875,53774,1250,7849,0,38000,5370,17516,1880,1914,1266,1585,3266,43471
India,West Bengal,Purba Bardhaman,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,10722,9006,11409,11011,4987,1388,134,48657,43294,460,1493,3363,22073,3144,18977,3291,1292,1278,493,8388,28372
India,Uttar Pradesh,Gautam Buddha Nagar,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,469721,55821,38433,48024,27592,1122,74,640787,618903,1414,14320,3374,502351,2927,92062,10057,7747,5519,1823,5585,122837
India,Punjab,Sangrur,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,13852.84193940316668566345,14831.38626448417049856471,9097.79750345735088076353,2081.44224064128798931796,83.64259359618262545979,1.48039988665809956566,1.48039988665809956566,39950.07134135547487890076,29784.16531967430516151354,2154.72203503086391781813,4709.15203945941471836446,3300.55154730423298163897,17091.21669146775948554470,2572.93500301177704511708,16105.27036695346517481514,4171.76688060252457602988,1897.13245475235459339329,1670.63127209366535984731,3875.68690327090466289788,3654.36712021551877783171,12882.43981369878242037332
India,West Bengal,Kolkata,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,13183,7566,8201,10300,13956,593,151,53950,47696,571,93,5584,14901,10646,16924,2117,1807,717,5579,2920,305
India,The Dadra And Nagar Haveli And Daman And Diu,Daman,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,594,637,468,361,94,6,5,2165,21,0,0,0,395,344,840,84,49,61,243,62,25
India,Sikkim,East District,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,223.00000000000000000000,133.00000000000000000000,48.00000000000000000000,9.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,413.00000000000000000000,332.00000000000000000000,22.00000000000000000000,0.00000000000000000000,59.00000000000000000000,78.00000000000000000000,114.00000000000000000000,169.00000000000000000000,48.00000000000000000000,35.00000000000000000000,41.00000000000000000000,85.00000000000000000000,107.00000000000000000000,20.00000000000000000000
India,Manipur,Senapati,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,76.83871371684740414241,13.69992570145341314167,7.74343626603888568877,13.10427675791196039638,2.38259577416581098116,0.00000000000000000000,0.00000000000000000000,113.76894821641747435039,83.98650103934483708589,1.78694683062435823587,13.69992570145341314167,10.72168098374614941522,9.53038309666324392464,8.33908520958033843406,72.66917111205723492538,3.57389366124871647174,0.00000000000000000000,1.19129788708290549058,23.23030879811665706631,11.31732992728760216051,19.65641513686794059457
India,West Bengal,Maldah,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,12197,2171,14135,8520,3571,2895,1415,44904,41791,76,299,2739,13576,2117,9553,2434,1191,534,329,6009,1
India,Manipur,Kamjong,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,8.50454661921708185060,2.19472170818505338080,3.29208256227758007120,11.24794875444839857660,0.54868042704626334520,0.00000000000000000000,0.00000000000000000000,25.78798007117437722440,16.46041281138790035600,0.00000000000000000000,1.64604128113879003560,0.82302064056939501780,0.00000000000000000000,1.09736085409252669040,21.39853665480427046280,0.82302064056939501780,0.27434021352313167260,0.82302064056939501780,10.69926832740213523140,1.64604128113879003560,11.52228896797153024920
India,Uttar Pradesh,Kaushambi,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,13925,15314,10634,12913,14680,155,10,67631,61886,244,5112,389,40821,320,15308,8390,747,402,1230,4065,40484
India,Maharashtra,Chandrapur,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,13621,23594,20603,13327,1458,355,226,73184,67369,699,5080,36,42016,5023,21836,4286,1535,964,1073,2772,32075
India,Maharashtra,Ratnagiri,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,3024,2540,3153,2303,473,20,11,11524,7657,649,1367,1851,2581,3180,5057,706,244,122,3388,1714,6091
India,Manipur,Churachandpur,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,96.35149903517507286363,38.37006598745909981295,20.46403519331151990024,21.31670332636616656275,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,176.50230354231185913957,120.22620676070517941391,6.82134506443717330008,42.63340665273233312550,1.70533626610929332502,0.00000000000000000000,25.58004399163939987530,78.44546824102749295092,8.52668133054646662510,32.40138905607657317538,34.10672532218586650040,10.23201759665575995012,21.31670332636616656275,29.84338465691263318785
India,Maharashtra,Washim,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,2763,2662,2828,3853,565,21,11,12703,6322,1096,1581,3704,3952,3432,4440,862,232,139,2444,1785,4896
India,Maharashtra,Raigad,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,19754,20464,18570,22313,8408,1488,316,91313,68164,2291,11668,9189,38488,15339,25334,12031,2758,1766,12518,8636,32046
India,Tamil Nadu,Chengalpattu,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,5455.42309833014756785551,5763.90937573799080800942,4225.87707999870820068235,4321.00742935977215887598,2089.01848105596518599769,67.63602873647899917813,12.64738748730908114713,21935.51888070637200174621,16759.98796633449931666849,729.69926937648481227137,237.55093019641404589392,4111.50070620043477117787,1387.36341871655703192213,4163.73991538714619330732,7964.55479852977092761004,7057.79210433095897927885,603.77528091588569998038,1165.20930806991056307689,3145.35027945251931137320,3644.64714199498216709468,15149.92055055880411672081
India,Uttar Pradesh,Mau,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,11328,26059,9452,13629,14217,1988,45,76718,70797,477,5440,4,32676,1073,32381,8665,1249,962,1067,4428,39403
India,Manipur,Jiribam,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,66.86813034207178311060,39.96377246581970003820,36.23251115451466661940,19.24545307936280394960,2.45477717849015356500,0.49095543569803071300,0.00000000000000000000,165.25559965595713799580,82.97146863296719049700,4.51679000842188255960,63.62782446646478040480,12.56845915386958625280,9.32815327826258354700,32.69763201748884548580,105.06446323937857258200,14.43408980952210296220,10.99740175963588797120,14.43408980952210296220,55.28158205959825828380,30.04647266471947963560,49.78288117978031429820
India,Odisha,Deogarh,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,2529,2574,1567,2310,779,24,0,9783,9699,22,62,0,3424,1239,1673,262,334,184,12,50,5617
India,Telangana,Jangoan,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,2665,3660,2381,2147,216,10,0,11079,10835,81,163,0,5995,1624,2363,64,68,67,215,606,858
India,Telangana,Sangareddy,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,7763,9889,6736,2685,72,0,0,27145,26596,70,389,0,16271,2791,7512,242,596,239,664,1673,33
India,Uttar Pradesh,Lucknow,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,14102,19402,17595,17896,7647,1087,417,78146,69521,2918,53,5651,1807,1194,53301,19004,0,0,9458,11854,42048
India,Puducherry,Mahe,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,86,40,15,20,0,0,0,161,136,0,1,24,2,30,71,23,20,20,63,61,49
India,The Dadra And Nagar Haveli And Daman And Diu,Daman,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,226,285,219,201,54,2,0,987,21,0,0,0,159,207,385,32,2,5,196,43,3
India,Meghalaya,South West Garo Hills,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,77,54,15,27,0,0,0,173,161,2,9,1,65,2,64,40,12,26,13,20,33
India,Uttar Pradesh,Mainpuri,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,19565,20836,14121,20177,14709,656,259,90323,80694,364,8920,345,30789,1263,46913,10672,2303,2033,4316,7077,76376
India,Uttar Pradesh,Varanasi,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,151374,40845,35315,46999,31496,1939,638,308606,293106,3266,10024,2003,109672,5137,63402,8939,94,22,7993,11979,52348
India,Telangana,Suryapet,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,7715,14085,7471,5467,56,0,0,34794,33991,219,565,0,18849,4506,10827,373,614,208,877,3126,27
India,Odisha,Baleshwar,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,6939,8731,7767,9697,3300,639,91,37164,25261,2203,6724,2973,16844,10695,8392,879,937,800,12583,5298,21803
India,Maharashtra,Nashik,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,17521.00000000000000000000,17212.00000000000000000000,16731.00000000000000000000,19597.00000000000000000000,6759.00000000000000000000,690.00000000000000000000,101.00000000000000000000,78611.00000000000000000000,46830.00000000000000000000,5304.00000000000000000000,5513.00000000000000000000,20236.00000000000000000000,31278.00000000000000000000,19905.00000000000000000000,21552.00000000000000000000,4867.00000000000000000000,1893.00000000000000000000,1083.00000000000000000000,14392.00000000000000000000,9659.00000000000000000000,87735.00000000000000000000
India,Uttarakhand,Haridwar,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,22421,22111,15539,9360,2107,38,0,71576,62069,1789,7719,0,46505,3428,20174,1414,2810,3370,538,2798,232
India,Uttarakhand,Bageshwar,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,114,28,4,1,0,0,0,147,118,15,0,14,0,15,87,45,14,18,26,44,8
India,Maharashtra,Mumbai,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,116679.00000000000000000000,123621.00000000000000000000,124865.00000000000000000000,133448.00000000000000000000,71207.00000000000000000000,18675.00000000000000000000,6636.00000000000000000000,595131.00000000000000000000,515026.00000000000000000000,9652.00000000000000000000,66620.00000000000000000000,4003.00000000000000000000,34387.00000000000000000000,419042.00000000000000000000,104370.00000000000000000000,20078.00000000000000000000,7437.00000000000000000000,5455.00000000000000000000,10197.00000000000000000000,20740.00000000000000000000,142174.00000000000000000000
India,Maharashtra,Bhandara,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,12100.00000000000000000000,12240.00000000000000000000,10268.00000000000000000000,11204.00000000000000000000,5548.00000000000000000000,566.00000000000000000000,239.00000000000000000000,52165.00000000000000000000,39746.00000000000000000000,3040.00000000000000000000,5001.00000000000000000000,4378.00000000000000000000,10211.00000000000000000000,8434.00000000000000000000,30285.00000000000000000000,3200.00000000000000000000,1127.00000000000000000000,1087.00000000000000000000,11350.00000000000000000000,5301.00000000000000000000,43644.00000000000000000000
India,Mizoram,Aizawl,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,557.29834599638969975890,687.87079378501750717270,340.62377683989862803600,251.68312399836954182660,40.68561778921011390430,0.00000000000000000000,0.00000000000000000000,1878.16165840888549069850,1369.11834746481476324470,0.94617715788860730010,48.25503505231897230510,231.81340368270878852450,98.40242442041515921040,180.71983715672399431910,807.08911567898202698530,634.88487294325549836710,48.25503505231897230510,65.28622389431390370690,137.19568789384805851450,283.85314736658219003000,1.89235431577721460020
India,Maharashtra,Thane,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,17072.34014734703369242570,15585.31436649853148432400,21324.73771888043451127590,17362.74066784639771540140,6423.83462933769059868860,541.39996535308569107530,60.56091256645028619845,78370.92840782962397938935,49015.66775272808284281055,3218.48416060978569182365,9533.60100714746312613190,16603.17548734429231862325,18969.42897472981374201570,29128.33964536460090757015,24135.34778160292249243770,6059.73950438999550455575,1883.95513550089926463130,885.06490292896623082795,12301.16174647934186770685,8606.94607992587440960140,20538.17550506557416763820
India,Tamil Nadu,Nagapattinam,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,2859.40200686689968761139,2357.13882396609854931022,2055.26267190448204400281,1054.19125491045191624519,166.26941136440966315215,7.34176621609081629503,0.00000000000000000000,8499.60593522843267661679,0.00000000000000000000,0.00000000000000000000,0.43186860094651860559,0.00000000000000000000,0.43186860094651860559,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1463.17082000680503573892,1632.03144297689381052461,1128.04078567230659780108,1059.80554672275665811786,4747.09966160413251264528
India,Uttarakhand,Pithoragarh,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,2414,964,334,62,3,0,0,3777,3497,199,81,0,2260,187,1239,90,319,438,21,225,5
India,Rajasthan,Jhunjhunu,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,10923,11251,8192,6307,935,18,1,37627,29200,1265,5331,1831,13382,3797,17909,2343,1084,652,2867,4190,16096
India,Mizoram,Kolasib,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,44,75,75,87,62,0,0,343,5,0,0,0,0,0,0,0,0,0,17,94,0
India,Uttar Pradesh,Agra,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,109062,68417,58280,63624,22783,3248,528,325942,192169,797,132867,13,124487,5427,65126,61690,383,246,3378,17795,137050
India,Nagaland,Wokha,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,0,1,0,36,3,0,0,40,36,4,0,0,1,0,3,16,0,0,5,0,0
India,Maharashtra,Nashik,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,33963.00000000000000000000,55423.00000000000000000000,37321.00000000000000000000,35086.00000000000000000000,8743.00000000000000000000,1769.00000000000000000000,886.00000000000000000000,173191.00000000000000000000,150705.00000000000000000000,2391.00000000000000000000,20095.00000000000000000000,0.00000000000000000000,111585.00000000000000000000,19883.00000000000000000000,34076.00000000000000000000,6351.00000000000000000000,4479.00000000000000000000,2618.00000000000000000000,4108.00000000000000000000,8735.00000000000000000000,139199.00000000000000000000
India,Uttar Pradesh,Etah,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,17646,22099,13801,17667,5877,561,183,77834,69633,433,7346,422,26338,4273,36482,10681,2275,1932,4297,9245,50778
India,Manipur,Bishnupur,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,321,108,94,82,14,1,0,620,422,11,53,28,31,123,284,59,72,55,198,174,315
India,Rajasthan,Dholpur,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,6851,4895,3963,4859,852,18,5,21443,17443,390,3304,306,6001,2493,11176,1494,1240,939,1199,1616,10014
India,Tamil Nadu,Pudukkottai,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,3678,4033,2603,2122,518,19,3,12976,0,1,0,0,0,0,0,1,471,610,2636,2453,8284
India,Punjab,Kapurthala,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,6046,5499,3063,649,16,0,0,15273,11962,743,2568,0,6832,429,7237,773,1199,1408,742,1223,2187
India,Tamil Nadu,Erode,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,8587.91463702238254544050,7641.65978741317005941641,5663.36717426176136883560,2589.36289147157918004291,483.57468379252337617833,15.98390805589967110217,1.00628035774455555419,24982.86936237506075657011,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1030.63988507623133257220,911.64497836180544537866,5249.96980014135664860612,5243.29834690611379167862,23074.03463790189230415842
India,Telangana,Siddipet,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,4711,5226,3625,2671,164,2,0,16399,14463,529,0,1408,3772,3659,3629,4850,253,115,3470,3655,436
India,Puducherry,Mahe,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,77,98,73,79,2,0,0,329,329,0,0,0,136,1,136,55,18,20,53,19,179
India,Punjab,Ludhiana,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,56949,55372,39672,12932,857,20,1,165803,132469,8535,14015,10773,83794,10770,52126,14845,9068,8646,10210,13367,45617
India,Telangana,Khammam,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,11102,10536,8241,4334,218,1,0,34432,31242,338,457,2395,15435,5349,9110,4078,1278,836,2542,3323,14255
India,Punjab,Mansa,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,7477,7668,3864,586,23,2,0,19620,15065,1168,1994,1385,5845,792,11040,1935,1139,1198,1559,2425,7489
India,Punjab,Patiala,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,27172,27323,17564,5196,196,7,2,77460,58824,3868,7169,7595,4834,5159,58041,9404,3312,4079,7037,6431,51548
India,Manipur,Imphal West,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,2435,1410,1283,1165,211,16,1,6521,4013,210,2034,242,641,740,4271,748,526,511,1308,1210,2270
India,Maharashtra,Pune,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,116845,177947,136089,119929,45054,8828,4484,609176,507632,13200,44771,43578,290442,100503,116380,101716,16060,5511,36440,32934,189133
India,Tamil Nadu,Perambalur,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,1725,1413,1309,1166,481,23,3,6120,5377,99,4,640,272,996,3542,1065,107,276,1187,1268,3667
India,West Bengal,Coochbehar,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,4817,5209,5448,10691,5233,383,35,31816,30604,132,148,912,8618,1978,12261,4156,616,697,193,3070,1981
India,Tamil Nadu,Chengalpattu,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,9428.90231499516584477557,8922.45692909031089971006,7085.83631136803563747466,9125.91490171223959642476,3184.39221473942995317521,120.97501074817381966820,18.14625161222607295023,37886.62393426558182417869,31706.45054427137473667460,951.30349361063958193630,1014.54043104718498767195,4111.50070620043477117787,7686.31227380897114237318,4928.63191516309975311853,12667.73328457127401680147,11063.71461933298750783720,4004.27285576455343101742,4520.61619709425896132851,3373.55314063657447120185,4105.45195566302608019446,25913.94707508381557128906
India,Odisha,Kalahandi,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,5981,9471,10515,10062,3036,396,26,39487,36134,341,2515,188,23078,3815,10422,1860,761,718,1182,1125,16448
